ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1994,1,1,3,1967-04-30,3,1978-12-30,2,0,,,811,,,,811,3,4.0-2016
1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1995,1,1,3,1967-04-30,3,1978-12-30,2,0,,,811,,,,811,3,4.0-2016
1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1996,1,1,3,1967-04-30,3,1978-12-30,2,0,,,811,,,,811,3,4.0-2016
1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,"FUNCINPEC, KR","1115, 1112",,2,,1997,1,1,3,1967-04-30,3,1978-12-30,2,0,,,811,,,,811,3,4.0-2016
1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),,KR,1112,,2,,1998,1,1,3,1967-04-30,3,1978-12-30,2,1,1998-10-03,1,811,,,,811,3,4.0-2016
1-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,800,,1,Common Border,1977,1,0,2,1975-12-15,2,1977-12-31,5,0,,,811,,800,,"800, 811",3,4.0-2016
1-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,800,,1,Common Border,1978,1,0,2,1975-12-15,2,1977-12-31,5,1,1978-12-31,5,811,,800,,"800, 811",3,4.0-2016
1-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,800,,1,Common Border,2011,1,0,2,1975-12-15,2,2011-04-28,2,1,2011-05-02,1,811,,800,,"800, 811",3,4.0-2016
1-132,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),816,,1,Common Border,1975,1,0,2,1975-05-01,1,1975-12-31,5,0,,,811,,816,,"811, 816",3,4.0-2016
1-132,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),816,,1,Common Border,1976,1,0,2,1975-05-01,1,1975-12-31,5,0,,,811,,816,,"811, 816",3,4.0-2016
1-132,"Cambodia (Kampuchea), Vietnam (North Vietnam)",Government of Cambodia (Kampuchea),,Government of Vietnam (North Vietnam),816,,1,Common Border,1977,1,0,2,1975-05-01,1,1975-12-31,5,1,1977-12-31,5,811,,816,,"811, 816",3,4.0-2016
1-57,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1957,1,0,1,1957-09-30,3,1957-09-30,3,0,,,220,,,,471,4,4.0-2016
1-57,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1958,1,0,1,1957-09-30,3,1957-09-30,3,0,,,220,,,,471,4,4.0-2016
1-57,Cameroon,Government of France,,UPC,1418,,1,Cameroon,1959,1,0,1,1957-09-30,3,1957-09-30,3,1,1959-12-31,5,220,,,,471,4,4.0-2016
1-158,Cameroon,Government of Cameroon,Government of France,UPC,1418,,2,,1960,2,1,4,1960-01-31,4,1960-01-31,4,0,,,471,220,,,471,4,4.0-2016
1-158,Cameroon,Government of Cameroon,,UPC,1418,,2,,1961,1,1,3,1960-01-31,4,1960-01-31,4,1,1961-12-31,5,471,,,,471,4,4.0-2016
1-158,Cameroon,Government of Cameroon,,Military faction (forces of Ibrahim Saleh),1366,,2,,1984,1,1,3,1960-01-31,4,1984-04-06,1,1,1984-04-09,1,471,,,,471,4,4.0-2016
1-158,Cameroon,Government of Cameroon,Government of Chad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,2,,2015,1,1,4,1960-01-31,4,2015-01-12,1,0,,,471,483,,,471,4,4.0-2016
1-289,Cameroon,Government of Cameroon,Government of Chad,IS,1076,,1,Islamic State,2015,1,0,4,2015-03-19,1,2015-08-11,1,0,,,471,483,,,471,4,4.0-2016
1-210,"Cameroon, Nigeria",Government of Cameroon,,Government of Nigeria,475,,1,Bakassi,1996,1,0,2,1994-02-18,1,1996-05-07,3,1,1996-05-07,3,471,,475,,"471, 475",4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,Government of Libya,Military faction (forces of André Kolingba),1406,,2,,2001,1,0,4,2001-05-27,1,2001-06-01,1,0,,,482,620,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,,Forces of Francois Bozize,1407,,2,,2002,1,0,3,2001-05-27,1,2001-06-01,1,1,2002-12-19,1,482,,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,Government of France,UFDR,1408,,2,,2006,1,0,4,2001-05-27,1,2006-11-28,2,1,2006-12-01,1,482,220,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,,CPJP,1937,,2,,2009,1,0,3,2001-05-27,1,2009-12-07,1,0,,,482,,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,,CPJP,1937,,2,,2010,1,0,3,2001-05-27,1,2009-12-07,1,0,,,482,,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,,CPJP,1937,,2,,2011,1,0,3,2001-05-27,1,2009-12-07,1,0,,,482,,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,Government of Chad,Seleka,2044,,2,,2012,1,0,4,2001-05-27,1,2009-12-07,1,0,,,482,483,,,482,4,4.0-2016
1-222,Central African Republic,Government of Central African Republic,Government of South Africa,"anti-Balaka, Seleka","4201, 2044",,2,,2013,1,0,4,2001-05-27,1,2009-12-07,1,1,2013-12-05,1,482,560,,,482,4,4.0-2016
1-91,Chad,Government of Chad,,Frolinat,1281,,2,,1966,1,0,3,1966-07-31,4,1966-07-31,4,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,Frolinat,1281,,2,,1967,1,0,3,1966-07-31,4,1966-07-31,4,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,Frolinat,1281,,2,,1968,1,0,3,1966-07-31,4,1966-07-31,4,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,Frolinat,1281,,2,,1969,1,1,4,1966-07-31,4,1966-07-31,4,0,,,483,220,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,Frolinat,1281,,2,,1970,1,1,4,1966-07-31,4,1966-07-31,4,0,,,483,220,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,"First Liberation Army, Second Liberation Army","1282, 1283",,2,,1971,1,1,4,1966-07-31,4,1966-07-31,4,0,,,483,220,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,First Liberation Army,1282,,2,,1972,1,1,4,1966-07-31,4,1966-07-31,4,1,1972-11-24,1,483,220,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,FAN,1284,,2,,1976,1,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"FAN, FAP","1284, 1285",,2,,1977,1,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,FAP,1285,,2,,1978,2,1,4,1966-07-31,4,1976-02-18,1,0,,,483,220,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"FAN, FAP","1284, 1285",,2,,1979,2,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of Libya,FAN,1284,,2,,1980,2,1,4,1966-07-31,4,1976-02-18,1,0,,,483,620,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of Libya,FAN,1284,,2,,1981,1,1,4,1966-07-31,4,1976-02-18,1,0,,,483,620,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"FAN, FAT","1284, 1286",,2,,1982,1,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,GUNT,1287,Government of Libya,2,,1983,1,1,4,1966-07-31,4,1976-02-18,1,0,,,483,220,,620,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,GUNT,1287,Government of Libya,2,,1984,1,1,4,1966-07-31,4,1976-02-18,1,1,1984-12-31,5,483,220,,620,483,4,4.0-2016
1-91,Chad,Government of Chad,Government of France,GUNT,1287,Government of Libya,2,,1986,1,1,4,1966-07-31,4,1986-12-31,5,0,,,483,220,,620,483,4,4.0-2016
1-91,Chad,Government of Chad,"Government of DR Congo (Zaire) , Government of France",CDR,1301,Government of Libya,2,,1987,2,1,4,1966-07-31,4,1986-12-31,5,1,1987-11-22,1,483,"490, 220",,620,483,4,4.0-2016
1-91,Chad,Government of Chad,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April ","1288, 1290, 1289",,2,,1989,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"Islamic Legion, MPS","1288, 1291",,2,,1990,2,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"MDD, Military faction (forces of Maldoum Bada Abbas)","1292, 1295",,2,,1991,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD","1293, 1294, 1296, 1292",,2,,1992,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"CNR, CSNPD, FNT, MDD","1293, 1294, 1296, 1292",,2,,1993,1,1,3,1966-07-31,4,1989-03-03,2,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"CNR, CSNPD, FNT","1293, 1294, 1296",,2,,1994,1,1,3,1966-07-31,4,1989-03-03,2,1,1994-12-31,5,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"FARF, MDD","1297, 1292",,2,,1997,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,FARF,1297,,2,,1998,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,MDJT,1298,,2,,1999,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,MDJT,1298,,2,,2000,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,MDJT,1298,,2,,2001,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,MDJT,1298,,2,,2002,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,MDJT,1298,,2,,2003,1,1,3,1966-07-31,4,1997-10-30,1,1,2003-12-14,1,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,FUCD,1299,,2,,2005,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,"FUCD, RAFD, UFDD","1299, 1300, 1302",,2,,2006,2,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,UFDD,1302,,2,,2007,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,AN ,1577,,2,,2008,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,UFR,1953,,2,,2009,1,1,3,1966-07-31,4,2005-12-18,1,0,,,483,,,,483,4,4.0-2016
1-91,Chad,Government of Chad,,PFNR,1997,,2,,2010,1,1,3,1966-07-31,4,2005-12-18,1,1,2010-04-28,2,483,,,,483,4,4.0-2016
1-291,Chad,Government of Chad,,IS,1076,,1,Islamic State,2015,1,0,3,2015-05-27,1,2015-05-27,1,0,,,483,,,,483,4,4.0-2016
1-166,"Chad, Libya",Government of Chad,,Government of Libya,620,,1,Aozou strip,1987,2,1,2,1987-08-08,1,1987-08-08,1,1,1987-09-12,1,483,,620,,"483, 620",4,4.0-2016
1-154,"Chad, Nigeria",Government of Chad,,Government of Nigeria,475,,1,Lake Chad,1983,1,0,2,1983-04-18,1,1983-04-24,1,1,1983-11-01,1,483,,475,,"475, 483",4,4.0-2016
1-125,Chile,Government of Chile,,"Military faction (forces of Augusto Pinochet, Toribio Merino and Leigh Guzman) ",1618,,2,,1973,1,0,3,1973-09-11,1,1973-09-11,1,1,1973-09-11,1,155,,,,155,5,4.0-2016
1-3,China,Government of China,,PLA,1002,,2,,1946,2,1,3,1946-12-31,7,1946-12-31,7,0,,,710,,,,710,3,4.0-2016
1-3,China,Government of China,,PLA,1002,,2,,1947,2,1,3,1946-12-31,7,1946-12-31,7,0,,,710,,,,710,3,4.0-2016
1-3,China,Government of China,,PLA,1002,,2,,1948,2,1,3,1946-12-31,7,1946-12-31,7,0,,,710,,,,710,3,4.0-2016
1-3,China,Government of China,,PLA,1002,,2,,1949,2,1,3,1946-12-31,7,1946-12-31,7,1,1949-12-08,1,710,,,,710,3,4.0-2016
1-18,China,Government of China,,Taiwanese insurgents,1018,,1,Taiwan,1947,2,1,3,1947-02-28,1,1947-02-28,1,1,1947-03-24,1,710,,,,710,3,4.0-2016
1-39,China,Government of China,,Tibet,1055,,1,Tibet,1950,1,0,3,1950-10-07,1,1950-10-07,1,1,1950-10-09,1,710,,,,710,3,4.0-2016
1-39,China,Government of China,,Tibet,1055,,1,Tibet,1956,2,1,3,1950-10-07,1,1956-05-31,4,1,1956-12-31,5,710,,,,710,3,4.0-2016
1-39,China,Government of China,,Tibet,1055,,1,Tibet,1959,2,1,3,1950-10-07,1,1959-03-10,1,1,1959-04-23,1,710,,,,710,3,4.0-2016
1-273,China,Government of China,,ETIM,2041,,1,East Turkestan,2008,1,0,3,1990-04-05,1,2008-08-10,1,1,2008-08-29,1,710,,,,710,3,4.0-2016
1-77,"China, India",Government of China,,Government of India,750,,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,1959-08-31,3,1962-11-21,5,1,1962-11-21,1,710,,750,,"710, 750",3,4.0-2016
1-77,"China, India",Government of China,,Government of India,750,,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,1959-08-31,3,1967-01-31,3,1,1967-12-31,5,710,,750,,"710, 750",3,4.0-2016
1-108,"China, Myanmar (Burma)",Government of China,,Government of Myanmar (Burma),775,,1,Common Border,1969,1,0,2,1969-02-28,4,1969-02-28,4,1,1969-12-31,5,710,,775,,"710, 775",3,4.0-2016
1-109,"China, Russia (Soviet Union)",Government of China,,Government of Russia (Soviet Union),365,,1,Ussuri river,1969,1,0,2,1969-03-02,1,1969-03-02,1,1,1969-12-31,5,710,,365,,"365, 710","1, 3",4.0-2016
1-35,"China, Taiwan",Government of China,,Government of Taiwan,713,,3,Taiwan strait,1949,2,1,2,1949-10-31,3,1949-10-31,3,0,,,710,,713,,"710, 713",3,4.0-2016
1-35,"China, Taiwan",Government of China,,Government of Taiwan,713,,3,Taiwan strait,1950,1,1,2,1949-10-31,3,1949-10-31,3,1,1950-12-31,5,710,,713,,"710, 713",3,4.0-2016
1-35,"China, Taiwan",Government of China,,Government of Taiwan,713,Government of United States of America,3,Taiwan strait,1954,2,1,2,1949-10-31,3,1954-12-31,5,1,1954-12-31,5,710,,713,2,"710, 713",3,4.0-2016
1-35,"China, Taiwan",Government of China,,Government of Taiwan,713,Government of United States of America,3,Taiwan strait,1958,2,1,2,1949-10-31,3,1958-12-31,5,1,1958-12-31,5,710,,713,2,"710, 713",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1974,1,0,2,1974-01-19,1,1974-01-20,2,1,1974-12-31,5,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1978,1,0,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1979,2,1,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1980,1,1,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1981,1,1,2,1974-01-19,1,1978-12-31,5,1,1981-12-31,5,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1983,1,1,2,1974-01-19,1,1983-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1984,1,1,2,1974-01-19,1,1983-12-31,5,1,1984-12-31,5,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1986,1,1,2,1974-01-19,1,1986-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1987,1,1,2,1974-01-19,1,1986-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2016
1-138,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1988,1,1,2,1974-01-19,1,1986-12-31,5,1,1988-12-31,5,710,,816,,"710, 816",3,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1964,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1965,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1966,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1967,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1968,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,ELN,1605,,2,,1969,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,ELN,1605,,2,,1970,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1971,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1972,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,ELN,1605,,2,,1973,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1974,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1975,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1976,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1977,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1978,1,0,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1979,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,1980,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1981,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1982,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1983,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC, M-19","1605, 1607, 1604, 1606",,2,,1984,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC, M-19","1605, 1604, 1606",,2,,1985,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC, M-19","1605, 1604, 1606",,2,,1986,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1987,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC, M-19","1605, 1607, 1604, 1606",,2,,1988,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1989,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,1990,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1991,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1992,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1993,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1994,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1995,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1996,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1997,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1998,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,1999,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2000,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2001,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2002,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2003,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, EPL, FARC","1605, 1607, 1604",,2,,2004,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2005,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2006,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,2007,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2008,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,2009,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2010,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,2011,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,2012,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2013,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,FARC,1604,,2,,2014,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-92,Colombia,Government of Colombia,,"ELN, FARC","1605, 1604",,2,,2015,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2016
1-167,Comoros,Government of Comoros,,Presidential guard,1370,,2,,1989,1,0,3,1989-11-27,2,1989-11-29,1,1,1989-11-29,1,581,,,,581,4,4.0-2016
1-213,Comoros,Government of Comoros,,MPA/Republic of Anjouan,1397,,1,Anjouan,1997,1,0,3,1997-09-03,1,1997-09-05,2,1,1997-09-05,2,581,,,,581,4,4.0-2016
1-214,Congo,Government of Congo,,Ninjas,1399,,2,,1993,1,0,3,1993-11-03,1,1993-11-11,3,1,1993-12-27,1,484,,,,484,4,4.0-2016
1-214,Congo,Government of Congo,"Government of Angola, Government of Chad","Cobras, Cocoyes","1398, 1400","Government of Angola, Government of Chad",2,,1997,2,1,4,1993-11-03,1,1997-06-06,1,0,,,484,"540, 483",,"540, 483",484,4,4.0-2016
1-214,Congo,Government of Congo,"Government of Angola, Government of Chad","Cocoyes, Ninjas, Ntsiloulous","1400, 1399, 1401",,2,,1998,2,1,4,1993-11-03,1,1997-06-06,1,0,,,484,"540, 483",,,484,4,4.0-2016
