ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
1-49,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,1955,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,1956,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,"FLN , MNA","1248, 1249",,1,Algeria,1957,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1958,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1959,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1960,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1961,2,1,1,1954-11-01,1,1954-11-29,2,0,,,220,,,,615,4,4.0-2016
1-49,Algeria,Government of France,,FLN ,1248,,1,Algeria,1962,1,1,1,1954-11-01,1,1954-11-29,2,1,1962-03-19,1,220,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,Takfir wa'l Hijra,1388,,2,,1991,1,0,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AIS,1389,,2,,1992,1,0,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AIS, GIA","1389, 1390",,2,,1993,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AIS, GIA","1389, 1390",,2,,1994,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AIS, GIA","1389, 1390",,2,,1995,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AIS, GIA","1389, 1390",,2,,1996,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AIS, GIA","1389, 1390",,2,,1997,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,GIA,1390,,2,,1998,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, GIA","1391, 1390",,2,,1999,2,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, GIA","1391, 1390",,2,,2000,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, GIA","1391, 1390",,2,,2001,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, GIA","1391, 1390",,2,,2002,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, GIA","1391, 1390",,2,,2003,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,"Government of Chad, Government of Mali, Government of Niger",AQIM,1391,,2,,2004,1,1,4,1985-08-27,1,1991-12-09,1,0,,,615,"483, 432, 436",,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2005,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2006,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2007,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2008,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2009,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2010,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2011,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,"AQIM, MUJAO","1391, 2046",,2,,2012,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2013,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2014,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-191,Algeria,Government of Algeria,,AQIM,1391,,2,,2015,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,4.0-2016
1-81,"Algeria, Morocco",Government of Algeria,,Government of Morocco,600,,1,Common Border,1963,1,0,2,1963-10-08,1,1963-10-08,1,1,1963-11-04,1,615,,600,,"600, 615",4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1961,2,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,FNLA,1420,,1,Angola,1962,2,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1963,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1964,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1965,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA, UNITA","1420, 1250, 1421",,1,Angola,1966,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"MPLA, UNITA","1250, 1421",,1,Angola,1967,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1968,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1969,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1970,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1971,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1972,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1973,1,1,1,1961-02-04,1,1961-02-04,1,0,,,235,,,,540,4,4.0-2016
1-66,Angola,Government of Portugal,,"FNLA, MPLA","1420, 1250",,1,Angola,1974,1,1,1,1961-02-04,1,1961-02-04,1,1,1974-10-21,1,235,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421","Government of DR Congo (Zaire) , Government of South Africa",2,,1975,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,"560, 490",540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",Government of South Africa,2,,1976,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",,2,,1977,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",,2,,1978,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",,2,,1979,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1980,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1981,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1982,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1983,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1984,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1985,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1986,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1987,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,1988,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Cuba,UNITA,1421,,2,,1989,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1990,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1991,1,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1992,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1993,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1994,2,1,3,1975-11-11,1,1975-11-11,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1995,1,1,3,1975-11-11,1,1975-11-11,1,1,1995-12-24,1,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,,UNITA,1421,,2,,1998,2,1,3,1975-11-11,1,1998-05-02,1,0,,,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,1999,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-R,1392,,1,Cabinda,1991,1,0,3,1991-06-03,3,1991-06-03,3,1,1991-11-10,2,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,"FLEC-FAC, FLEC-R","1393, 1392",,1,Cabinda,1994,1,0,3,1991-06-03,3,1994-12-31,5,1,1994-12-31,5,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,1996,1,0,3,1991-06-03,3,1996-05-22,1,0,,,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,"FLEC-FAC, FLEC-R","1393, 1392",,1,Cabinda,1997,1,0,3,1991-06-03,3,1996-05-22,1,0,,,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,1998,1,0,3,1991-06-03,3,1996-05-22,1,1,1998-12-31,5,540,,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2000,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2001,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,4.0-2016
1-131,Angola,Government of Angola,Government of Namibia,UNITA,1421,,2,,2002,1,1,4,1975-11-11,1,1998-05-02,1,1,2002-04-01,1,540,565,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,"FLEC-FAC, FLEC-R","1393, 1392",,1,Cabinda,2002,1,0,3,1991-06-03,3,2002-11-12,1,1,2002-12-31,5,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,2004,1,0,3,1991-06-03,3,2004-02-10,1,1,2004-04-24,1,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,2007,1,0,3,1991-06-03,3,2007-12-31,5,1,2007-12-31,5,540,,,,540,4,4.0-2016
1-192,Angola,Government of Angola,,FLEC-FAC,1393,,1,Cabinda,2009,1,0,3,1991-06-03,3,2009-12-31,5,1,2009-12-31,5,540,,,,540,4,4.0-2016
1-50,Argentina,Government of Argentina,,"Military faction (forces of Eduardo A. Lonardi Doucet), Military faction (forces of Samuel Toranzo Calderón)","1597, 1998",,2,,1955,1,0,3,1955-06-16,1,1955-06-16,1,1,1955-09-19,1,160,,,,160,5,4.0-2016
1-50,Argentina,Government of Argentina,,Military faction (colorados),1598,,2,,1963,1,0,3,1955-06-16,1,1963-04-02,1,1,1963-09-22,1,160,,,,160,5,4.0-2016
1-50,Argentina,Government of Argentina,,ERP,1599,,2,,1974,1,0,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,4.0-2016
1-50,Argentina,Government of Argentina,,"ERP, Montoneros","1599, 1600",,2,,1975,1,0,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,4.0-2016
1-50,Argentina,Government of Argentina,,"ERP, Montoneros","1599, 1600",,2,,1976,1,1,3,1955-06-16,1,1974-08-11,2,0,,,160,,,,160,5,4.0-2016
1-50,Argentina,Government of Argentina,,"ERP, Montoneros","1599, 1600",,2,,1977,1,1,3,1955-06-16,1,1974-08-11,2,1,1977-12-31,5,160,,,,160,5,4.0-2016
1-151,"Argentina, United Kingdom",Government of Argentina,,Government of United Kingdom,200,,1,Malvinas/Falkland Islands,1982,1,0,2,1982-04-02,1,1982-05-02,1,1,1982-06-14,1,160,,200,,"160, 200","1, 5",4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1991,1,0,4,1991-12-29,1,1991-12-30,1,0,,,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1992,2,1,4,1991-12-29,1,1991-12-30,1,0,,,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1993,2,1,4,1991-12-29,1,1991-12-30,1,0,,,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,,1,Nagorno-Karabakh,1994,2,1,3,1991-12-29,1,1991-12-30,1,1,1994-07-15,1,373,,,,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1997,1,1,4,1991-12-29,1,1997-04-20,2,0,,,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,1998,1,1,4,1991-12-29,1,1997-04-20,2,1,1998-12-31,5,373,,,371,373,1,4.0-2016
1-201,Azerbaijan,Government of Azerbaijan,,Military faction (forces of Suret Husseinov),1190,,2,,1993,1,0,3,1993-06-06,1,1993-06-06,1,1,1993-06-21,1,373,,,,373,1,4.0-2016
1-201,Azerbaijan,Government of Azerbaijan,,OPON Forces,1191,,2,,1995,1,0,3,1993-06-06,1,1995-03-17,1,1,1995-03-17,1,373,,,,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2005,1,1,4,1991-12-29,1,2005-12-05,1,1,2005-12-05,1,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2008,1,1,4,1991-12-29,1,2008-12-31,5,1,2008-12-31,5,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2012,1,1,4,1991-12-29,1,2012-09-25,1,1,2012-09-25,1,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2014,1,1,4,1991-12-29,1,2014-08-01,2,0,,,373,,,371,373,1,4.0-2016
1-193,Azerbaijan,Government of Azerbaijan,,Republic of Nagorno-Karabakh,1181,Government of Armenia,1,Nagorno-Karabakh,2015,1,1,4,1991-12-29,1,2014-08-01,2,0,,,373,,,371,373,1,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1975,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1976,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1977,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1978,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1979,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1980,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1981,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
1-126,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1982,1,0,3,1975-02-28,5,1975-02-28,5,0,,,771,,,,771,3,4.0-2016
